easting,northing,vs30,uncertainty
1863699.7678110544,5544465.705241404,367.0,0.5
1863439.3863271256,5544308.156455677,403.0,0.5
1881255.4117447608,5522762.473670704,800.0,0.5
1823869.676280013,5463577.598439129,314.0,0.5
1823869.676280013,5463577.598439129,314.0,0.5
1785647.9064536872,5394870.850425519,511.0,0.5
1586072.1880704768,5292104.49645148,280.0,0.5
1406787.8878486883,4914224.682165753,140.0,0.2
1623714.8648028264,5431110.6992155695,335.0,0.5
1679870.1771010845,5403762.608218076,235.0,0.5
1679870.1771010845,5403762.608218076,235.0,0.5
1600809.508690192,5447413.139071034,300.0,0.5
1483521.635977215,5376422.41713971,300.0,0.5
1483521.635977215,5376422.41713971,300.0,0.5
1505795.1975390413,5336649.351821598,333.0,0.5
1545083.5497502051,5307970.412524968,391.0,0.5
1623880.5722721622,5430588.413783283,340.0,0.5
1433314.0951316005,5268511.732338644,278.0,0.5
1186830.183307779,4957213.881968763,298.0,0.5
1348556.877612992,4874759.946376559,400.0,0.5
1843034.072593586,5680727.131573309,200.0,0.5
1488782.5076864646,5368110.009718684,1000.0,0.5
1934655.3137796645,5774703.108301387,350.0,0.5
1934656.3296435664,5774760.333485064,350.0,0.5
1934465.815657672,5774756.72294424,350.0,0.5
1783403.1951368046,5601513.074277606,800.0,0.5
1294402.9247768028,5043728.688554745,326.0,0.5
1982936.5818952057,5670158.865851359,155.0,0.2
1532497.6027395104,5312835.636335555,465.0,0.5
2003322.98076072,5798299.041400409,522.0,0.5
1806928.45466471,5549379.880538124,387.0,0.5
1302221.1243402138,5005797.046287296,520.0,0.5
1843643.124695723,5531114.524923219,290.0,0.5
1543911.2301070786,5371931.968611631,500.0,0.5
1780138.1946613402,5449779.628882578,506.0,0.5
1544100.4637881033,5372211.30531271,500.0,0.5
1616893.8326119266,5386887.445659047,367.0,0.5
1749109.1364537554,5426688.270688282,245.0,0.2
1982936.0453362132,5670147.852616031,155.0,0.2
1760658.4119862877,5433384.82110907,350.0,0.2
1600994.170963388,5449011.739130934,210.0,0.5
1623723.810924404,5431110.670048186,335.0,0.5
1684425.044011992,5428682.743942303,400.0,0.5
1590120.134259892,5400889.600596598,390.0,0.5
1543363.3585505255,5371961.10497881,280.0,0.5
1483529.2473754047,5376422.541110823,300.0,0.5
1505795.1975390413,5336649.351821598,333.0,0.5
1452859.037384851,5298829.36002442,210.0,0.5
1656124.2654568832,5304751.2075204365,500.0,0.5
1433313.8295506714,5268522.7463651765,278.0,0.5
1562661.1330731516,5184783.656411396,400.0,0.5
1822081.826856841,5529526.948262941,341.0,0.5
1775417.5318064515,5577577.191729638,250.0,0.2
1822091.413582536,5526082.346072828,283.0,0.5
1763856.7284267494,5436556.791013205,600.0,0.5
1763856.7284267494,5436556.791013205,600.0,0.5
1759407.405241839,5432579.282400013,218.0,0.5
1763894.046507387,5437077.987015522,190.0,0.1
1483084.9642515078,5243927.933367417,300.0,0.2
1440251.4572022357,5003927.06063849,312.0,0.5
1756891.37066074,5434433.019294721,161.0,0.5
1761681.551878926,5438327.37140148,800.0,0.5
1755902.424996067,5434739.408037709,800.0,0.5
1757524.6340654895,5434663.834323283,200.0,0.2
1760666.0848715163,5433384.651819314,350.0,0.1
1760736.0682223972,5433483.105952585,350.0,0.1
1760668.6518445115,5433385.018904032,350.0,0.1
1760666.0848715163,5433384.651819314,350.0,0.1
1757808.7672521686,5435257.238781624,189.0,0.5
1763209.608251677,5430872.989261935,120.0,0.1
1763194.9839952462,5430962.30098469,120.0,0.1
1763194.9839952462,5430962.30098469,120.0,0.1
1748882.3884627388,5427848.332647813,474.0,0.2
1748797.0924012186,5427803.049275159,474.0,0.2
1748527.2099522366,5428921.607404262,330.0,0.5
1761252.0473219557,5436737.332324193,330.0,0.2
1755320.2742438095,5444185.584296006,570.0,0.5
1755277.309692331,5444153.4489403125,570.0,0.5
1754355.585561845,5445039.437714617,275.0,0.5
2028418.5943193133,5713066.07206598,156.0,0.1
1748954.065218096,5427291.401922126,267.0,0.2
1749036.2746153737,5427622.739915527,250.0,0.5
1749011.4134780152,5428904.497977982,275.0,0.2
1748942.1568959833,5428769.06420688,250.0,0.2
1748786.972332974,5427683.351315898,358.0,0.2
1751345.9670771628,5423443.0744253285,239.0,0.2
1748436.811652859,5427812.957697224,1000.0,0.5
1748487.521471612,5426978.942657179,282.0,0.2
1748487.521471612,5426978.942657179,282.0,0.2
1748673.5449191793,5427075.130765825,291.0,0.2
1748067.5540222898,5428197.9975010045,1000.0,0.5
1748066.6482797314,5428153.528423352,1000.0,0.5
1748775.614843557,5427128.54569628,307.0,0.2
1748527.2099522366,5428921.607404262,330.0,0.5
1623231.09630339,5431700.490963912,350.0,0.5
1936878.572315774,5621710.097484955,429.0,0.5
1932844.284864395,5601550.107673091,256.0,0.1
1924789.4605185904,5778194.532252919,320.0,0.5
1878446.8840142956,5822916.810241582,229.0,0.5
1759873.9879075803,5432446.595467728,180.0,0.1
1258372.0574466535,5004375.513119096,354.0,0.5
1748954.065218096,5427291.401922126,272.0,0.2
1597063.21836957,5149128.053343104,435.0,0.1
1483160.8423480417,5243859.308557978,300.0,0.2
1377086.8932738176,5061763.200345515,800.0,0.5
1874354.1907609203,5491735.289986218,800.0,0.5
1761516.3585020024,5438210.270989016,1000.0,0.5
1610744.0172739122,5418024.568757103,500.0,0.5
1561993.7298890431,5185419.657117666,435.0,0.1
1569283.7682558685,5180329.272693178,197.0,0.1
1571514.6624899183,5179368.483592648,182.0,0.1
1569904.77068858,5179600.837189907,196.0,0.1
1569649.675355343,5176302.72341664,213.0,0.1
1569576.636849763,5175288.980869811,900.0,0.2
1119289.183274289,4966179.450961057,1500.0,0.5
1583847.3806291672,5265879.798890752,407.0,0.1
1441177.6567190604,5083633.624067213,1500.0,0.5
1571343.7247973457,5171765.064480768,1000.0,0.5
1763856.7284267494,5436556.791013205,300.0,0.5
1406150.2206763425,4916880.377399341,600.0,0.5
1142961.9312786418,4948773.247839344,1500.0,0.5
1126643.3385455017,4976846.858919515,1500.0,0.5
1527402.0028550725,5184413.956567806,515.0,0.1
1407021.2675535013,4918216.763039549,600.0,0.5
1500605.586390778,5377849.447299195,800.0,0.5
1403813.5278821022,4913379.293859863,500.0,0.2
1759115.6231991411,5427371.360563241,540.0,0.2
1762656.5039983566,5436404.436123471,1000.0,0.5
1426205.6812611222,5114877.393736264,301.0,0.5
1748946.8718947258,5427751.256896001,323.0,0.1
1342678.7182393628,5175165.612589025,1000.0,0.5
1526436.1524478325,5173684.050107835,457.0,0.1
2036798.8711287377,5711013.536401936,275.0,0.1
2037080.17362884,5708245.829286887,162.0,0.1
2028522.141505192,5713256.368853559,156.0,0.1
2021409.045792884,5810462.344219023,600.0,0.5
1929764.438024052,5604487.212857658,196.0,0.1
1770864.987485658,5443714.865632331,500.0,0.5
1433282.9771636638,5268609.74194831,278.0,0.5
1932836.6309540668,5601555.1068722,256.0,0.1
1515969.819852097,5178731.433368932,531.0,0.1
1586077.1859857584,5292112.130925215,280.0,0.5
1766266.393830488,5442484.090420501,526.0,0.5
1576539.7630215923,5174756.425086016,348.0,0.1
1709426.3604597957,5617511.0556131005,210.0,0.2
1472615.337372891,5268604.775071032,1500.0,0.5
1248001.5173185011,5121831.326077091,800.0,0.5
1262509.9680761793,5111353.880229818,1500.0,0.5
1925350.848553452,5778417.681296776,220.0,0.2
1898406.120343801,5629391.361550018,760.0,0.5
1656114.225858074,5302719.267335395,800.0,0.5
2004671.496071332,5670404.742776541,800.0,0.5
1572762.5553832543,5197323.155511011,257.0,0.1
1375728.0630670036,5081447.282155623,1000.0,0.5
1578184.9782809212,5171564.578964348,600.0,0.5
1758704.1688963985,5433887.407451638,212.0,0.1
1557078.5104509972,5169840.820365331,292.0,0.1
1760851.6764477412,5433677.584435281,400.0,0.5
1761531.5146230329,5436698.518260927,330.0,0.2
1577789.4389792224,5171644.200291397,760.0,0.5
1759597.721628933,5434025.080855909,256.0,0.1
1540373.7550680486,5263172.748256255,1000.0,0.5
1153144.6477386863,4943198.506540646,1500.0,0.5
1806362.164660619,5434913.923832686,390.0,0.5
1544175.205829066,5372218.243335941,501.0,0.5
1678813.1171472322,5404452.783857359,402.0,0.1
1752206.3983568132,5424691.537963129,274.0,0.1
1742327.289468496,5434775.354864092,1000.0,0.5
1742862.7294668294,5430375.190863299,480.0,0.5
1217722.565452089,4964727.3406564575,1500.0,0.5
1621287.901426253,5340418.429717672,600.0,0.5
1817977.6260989856,5495727.427470041,800.0,0.5
